2026-07-26 17:37:01 | INFO     | __main__ | Resetting database schema
2026-07-26 18:09:42 | INFO     | agents.insurance_policy_agent | [Insurance Policy Agent] Processing claim CLM-FF4F00841C
2026-07-26 18:09:42 | INFO     | rag.retriever | Retrieved 2 policy chunks for query='prior authorization and coverage requirements for procedures: EKG obtained, chest x-ray obtained, Basic metabolic panel ordered with diagnoses: Chest pain, unspecified' payer='Cigna'
2026-07-26 18:09:45 | INFO     | database.repository | Saved claim CLM-FF4F00841C (status=denied, stage=insurance_policy_recheck)
2026-07-26 18:09:45 | INFO     | agents.compliance_agent | [Compliance Agent] Reviewing claim CLM-FF4F00841C
2026-07-26 18:09:47 | INFO     | database.repository | Saved claim CLM-FF4F00841C (status=denied, stage=compliance_review)
2026-07-26 18:09:47 | INFO     | agents.appeal_generation_agent | [Appeal Generation Agent] Processing claim CLM-FF4F00841C
2026-07-26 18:09:51 | INFO     | database.db | Database initialized at database/revenue_cycle.db
2026-07-26 18:09:53 | INFO     | database.repository | Saved claim CLM-FF4F00841C (status=appealing, stage=appeal_generation)
2026-07-26 18:09:53 | INFO     | database.repository | Event recorded: appeal_submitted for claim CLM-FF4F00841C
2026-07-26 18:09:53 | INFO     | agents.revenue_cycle_manager_agent | [Revenue Cycle Manager Agent] Coordinating next steps for claim CLM-FF4F00841C
2026-07-26 18:09:55 | INFO     | database.db | Database initialized at database/revenue_cycle.db
2026-07-26 18:09:55 | INFO     | database.repository | Saved claim CLM-FF4F00841C (status=ready_for_resubmission, stage=orchestration)
2026-07-26 18:10:55 | INFO     | database.db | Database initialized at database/revenue_cycle.db
2026-07-26 18:11:12 | INFO     | database.db | Database initialized at database/revenue_cycle.db
2026-07-26 18:55:54 | INFO     | database.db | Database initialized at database/revenue_cycle.db
2026-07-26 18:55:56 | INFO     | database.db | Database initialized at database/revenue_cycle.db
2026-07-26 18:55:57 | INFO     | database.db | Database initialized at database/revenue_cycle.db
2026-07-26 18:55:58 | INFO     | database.db | Database initialized at database/revenue_cycle.db
2026-07-26 18:56:00 | INFO     | database.db | Database initialized at database/revenue_cycle.db
2026-07-26 18:56:00 | INFO     | rag.loader | Loaded 8 payer policy documents from /Users/apple/Documents/medical-billing-revenue-cycle-ai/sample_data/payer_policies
2026-07-26 18:56:01 | INFO     | database.db | Database initialized at database/revenue_cycle.db
2026-07-26 18:56:03 | INFO     | database.db | Database initialized at database/revenue_cycle.db
